,audit_observation,status_of_implementation,management_action,references,source,status_score,status
2633,"1. the total omnibus term loan of the lgu of p55 million was recorded in the books under the loans receivable and loans payable accounts although only the amount of p5.899 million was released as of december 31, 2012 contrary to section 25 of the mngas for lgu, vol. 1, hence overstating both the loans receivable and loans payable accounts by p49,100,283.59. we recommended that an adjusting entry should be made to reflect the correct balance of the loans receivable and loans payable accounts pursuant to section 25 of mngas for lgu, vol. i.","management adjusted only p33 million in the books, hence, p22 million remained in the books of account which pertains to the approved part of the loan. the audit team discussed with the management to fully reflect the correct balance of the loans receivable and payable accounts pursuant to section 25 of mngas for lgu, vol. i.",partially implemented,nan,01-binmaley2013_audit_report.pdf,0.0,0
2634,"2. prior years' disbursements totaling p65,402.79 were not covered by disbursement vouchers to support the claim contrary to section 39 (1) of pd 1445 and section 23 (1) (3) of the administrative code of 1987, hence disallowed in recommendation audit. we recommended that the payees concerned cause the refund of the disallowed disbursements.","the office of the municipal treasurer is now preparing a letter to refund the disallowed disbursements to concerned payees/ personnel to wit: 1. kimmalyn trading reason for partial/ 2. rodolfo reyes (p4,875.00) 3.rodolfo reyes (p6,192.86) 4.arturo zamora (p7,285.00) 5.remegio esguerra (p1,500.00) some of the employees that are presently employed will have a salary deduction in order to cause the refund of the disallowances.",partially implemented comment,nan,01-binmaley2013_audit_report.pdf,0.0,0
2635,"3. petty cash fund was not maintained under the imprest fund system as delineates under section 48 of the manual on the new government accounting system. likewise, excessive amount was established and payments which are not petty in nature were paid through the fund. we recommended that the municipal treasurer should handle the petty cash fund in accordance with section 48 of the manual on the new government accounting system.","the office of the municipal treasurer is now maintaining the petty cash fund under imprest fund system. the said fund shall be used for payment of emergency and petty expenses. payment out of petty cash fund shall be made through the use of petty cash voucher supported by official receipts and other documents. each petty cash voucher shall not exceed p1,000.00. vouchers amounting to p1,000.00 above shall be paid by checks.",fully implemented,nan,01-binmaley2013_audit_report.pdf,0.0,0
2636,"4. cash advances of some municipal officials and employees totaling p2,056,788.41 remained unliquidated as of december 31, 2012, contrary to the provisions of coa circular no. 97-002. we recommended that management adhere to the provisions of coa circular no. 2012-004, dated november 28, 2012, demanding for immediate liquidation and settlement of all outstanding cash advances. further, we recommended that strict compliance to the rules and regulations on the granting, utilization and settlement of cash advances be enforced to avoid disallowance/suspension.","management informed the audit team that they are closely monitoring the settlement of these cash reason for partial/ managed to decrease its outstanding cash balances from p2,056,788.41 of cy 2012 to p1,393,141.62 ending cy 2013.",partially implemented comment,nan,01-binmaley2013_audit_report.pdf,0.0,0
2637,"5. the municipality does not maintain a separate depository accounts for each fund in their custody contrary to sec. 310 of ra 7160, local government code of the philippines, hence control and monitoring of funds could not be immediately undertaken. we reiterate our recommendation that management maintain separate depository accounts for each fund under their custody as required in the aforementioned rules and regulations.",management had already maintained a separate depository account of some of the funds listed last year. different fund transfers were done to be able to implement the audit recommendation.,fully implemented,nan,01-binmaley2013_audit_report.pdf,0.0,0
2638,"6. property, plant and equipment (ppe) account presented in the financial statements with a net book value of p156,414,386.59 could not be relied upon due to the non-reconciliation of the result of the actual physical inventory and absence of property records maintained both by the general services and accounting offices as required under sections 490 and 492 of the government accounting and auditing manual and sections 124, 119 and 120 of coa circular no. 2002-003, dated june 20, 2001. we recommended that - a) the head of the agency should create an inventory committee, consisting of two or more permanent employees, to immediately plan and conduct the physical inventory of ppe account in order to validate the existence and present condition of the equipment/properties. a report on the physical count of property, plant and equipment (rpcppe) should be submitted to the auditor not later than january 31 of each year in compliance with section 124 of the mngas. reconcile the result of the actual count with the amount recorded in the books. b) the general services officer/ municipal treasurer and accountant maintain",the general services section has been conducting physical inventory but for only those properties that are available and have records maintained by the general services section and accounting office due to no records maintained by the municipality years way back. the general services section is preparing the records for ppe that should be recorded and reconciled in the books of accounts. management will maintain property cards.,not implemented comment,nan,01-binmaley2013_audit_report.pdf,0.0,0
2639,"7. it equipment and software was provided an over depreciation of p215,241.53 resulting to understatement of said account, thus affecting the fair presentation of the financial statements which were not in accordance to coa circular no. 2003-007. we recommended that management require the official concerned to draw a journal entry voucher (jev) to adjust the overstatement of depreciation. also, make a lapsing schedule for all ppe accounts for all funds and ensure that all properties were provided with correct depreciation.",management had already made adjustments to the said accounts. (jev no. 13-01-952j,fully implemented,nan,01-binmaley2013_audit_report.pdf,0.0,0
2640,"recommendation 8. the cost of various on-going construction projects were booked-up/recorded in the books at year end contrary to the construction period theory of accounting as prescribed under section 50 of the ngas- lgu, vol. i, hence, overstating the cip and accounts payable accounts. we recommended that management accounts for the construction of property, plant and equipment using the construction period theory as prescribed under sec. 50 of the ngas for lgu, vol. i. also, adjustment should be made to reflect the correct balances of the accounts. disclosure in the notes to the financial statements should be made for the information of the readers.",management abided with the audit team's recommendation of making the necessary adjusting entries.,fully implemented,nan,01-binmaley2013_audit_report.pdf,0.0,0
2641,9. loans from non-government institutions were withheld/deducted from the payroll of employees and job- order/casual employees contrary to section 262 of the government accounting and auditing manual and section 54 of pd 807. we recommended that management stop withholding from the payroll of employees and job orders/casuals payment of obligation other than those due the government or its instrumentalities.,management informed the audit team that they already removed from payroll all loans from non- government institutions.,fully implemented,nan,01-binmaley2013_audit_report.pdf,0.0,0
2642,"recommendation 10. purchases and materials for the year were directly charged against the expense account instead of the inventory account thus, unused supplies and materials at year- end were not included in the inventory account, resulting in the understatement of assets and overstatement of expenses contrary to sections 114 and 115 of coa circular no. 2002- 003, dated june 20, 2002. we recommended that purchases of supplies and materials be accounted as inventories using the perpetual inventory system and cost of ending inventory of supplies and materials shall be computed using the moving average method.",reason for partial/ audit team of their compliance.,fully implemented,nan,01-binmaley2013_audit_report.pdf,0.0,0
2643,"11. the municipality allocated for gad a total amount of p400,000.00 or 0.24% only of the agency's total appropriation contrary to the existing laws, rules and regulation which was not in accordance with the general appropriations act of 2012 and joint circular no. 2004-1, dated april 5, 2004 of the dbm- neda- ncrfw. at the same time, uses/disbursements of the gad fund could not be evaluated due to non-submission of agency's gad plan and accomplishment report. recommendation the municipal government of binmaley adheres to the provisions of the above cited joint circular. likewise, management must implement policies, programs and projects concerning gender issues aligned to the full attainment of the philippine plan for gender-responsive development for 1995-2025, millennium development goals (mdgs), framework plan for women and the like.","management informed the audit team that they will abide with the audit recommendation and formulate and submit a gad plan. on 2013, gad plan and budget with its corresponding utilization still have deficiencies, hence, still an audit issue for cy 2013. reason for partial/",partially implemented comment,nan,01-binmaley2013_audit_report.pdf,0.0,0
2644,"12. delinquent taxes on real property totaling p5,184,748.25 were not collected as of december 31, 2012, thus depriving the municipality of additional income that could have been used to finance other projects/programs/activities for the welfare of the townspeople. also, said receivables was not set-up/recorded in the books contrary to section 20 of the ngas-lgu vol. 1 we recommended that the municipal treasurer exerts more effort in the collection of taxes due and collectible by sending rptop's and notice of delinquency to taxpayers and forming committee to conduct an information dissemination regarding the importance of paying taxes promptly and the consequences of non-payment of taxes. also, comply with the recommendation in the local government code of 1991 for the remedies in the collection of delinquent taxes.","the municipal treasurer was already sending demand letters to delinquent taxpayers. in addition, the office of the municipal treasurer and municipal assessor's office are now conducting tax campaign to 33 barangays. as of december 31, 2013, p5,736,148.17 was still not paid. reason for partial/",partially implemented comment,nan,01-binmaley2013_audit_report.pdf,0.0,0
2645,"13. fund spent totaling p5,485,600.00 for the rental of dump truck, backhoe, and payloader for the calendar year 2012 could have been utilized to purchase its own equipment had the municipality been more prudent in the use of its resources. we recommended that management be more prudent in managing the government's scarce resources.",management had formulated a plan in budgeting their scarce resources and planned to purchase its own vehicle in cy 2014.,fully implemented,nan,01-binmaley2013_audit_report.pdf,0.0,0
2646,"14. the agency withheld a total amount of p6,612,787.09 for taxes from employees' compensation and expanded withholding and value added taxes from suppliers and contractors of which the amount of p6,119,175.24 was remitted to the bureau of internal revenue for the calendar year 2012. we recommended that management continues to collect/deduct and remit taxes due to the national agencies.",management is religiously withholding taxes on due to bir.,partially implemented,nan,01-binmaley2013_audit_report.pdf,0.0,0
2647,"1. the balance of loans payable- land bank amounting to p3,280,198.29 does not reconcile with land bank loan amortization schedule as of november 30, 2012 resulting to a discrepancy amounting to p1,881,754.56, thus, rendering its correctness in the financial statement doubtful. we recommend that the account should review entries on the loans payable account to ensure that the balance as of november 30, 2012 is correctly stated at p3,280,198.29, and the discrepancy of p1,881,754.56 between the ledger balance and amortization schedule can be well explained.",implemented,already reconciled,2012 aar,05-binalbagan2013_part3-status_of_implementation.pdf,1.0,2
2648,"2. various supplies and materials were still regularly procured through shopping, direct contracting small-value procurement with canvass from three (3) suppliers/ contractors amounting to p1,003,389.65 instead of resorting to public bidding as the general mode, which is contrary to section 10 of the revised implementing rules and regulations (rirrs) of r.a. 9184, hence, the promotion of transparency, accountability, equity, efficiency, and economy in the procurement process was not fully observed. we recommend that the bac, head of the procuring entity and other concerned lgu officials and personnel should procure supplies, naterials and services thru public bidding as the general mode and should resort only to the alternative modes of procurement in highly exceptional cases. further, the bac should include in the app the provisions for foreseeable emergencies and should cause the preparation of updated pmpps and consolidated app.",partially implemented,public bidding were done only twice a year. we have experienced buying from the dbm depot but we noted that our 2013 supplies were not yet fully delivered. the reason why we usually resort to small value procurement because we have no gso. each office is responsible for the procurement of their lacking supplies.,2012 aar,05-binalbagan2013_part3-status_of_implementation.pdf,0.5,1
2649,"3. procurements amounting to p446,867.28 were undertaken with purchase orders (po's) not signed by the municipal mayor, which is contrary to the instructions for the (po's) provided in section 4(5) of p.d. 1445, hence, rendering the imposition of corresponding penalty and the propriety of the disbursement doubtful. we recommend that purchase orders should be signed by the municipal mayor prior to procurement, pursuant to section 4(5) of p.d. 1445 in the disbursement or disposition of government funds.",implemented,management had agreed that a personnel in the office of the mayor shall be in chargeof scanning and reviewing the vouchers for a possible missing pages not signed by the mayor and not to forward vouchers to the treasurer with lacking signatures of the mayor. dvs with deficiencies were not controlled in the accounting office.,2012 aar,05-binalbagan2013_part3-status_of_implementation.pdf,1.0,2
2650,"4. cash advances granted during the year amounting to p1,105,161.28 remained unliquidated as of december 31, 2012, which is contrary to section 5.1.2,5.1.3 and 5.8 of coa circular no. 97-002 dated february 10, 1997, hence, indicating that the liquidation of the same was not fully monitored by the management for control purposes. we recommend that the municipal mayor, thru the municipal accountant, should closely monitor the liquidation of the cash advances amounting to p1,105,161.28, if warranted withholding salaries of the concerned accountable officers should be enforced to ensure full settlement.",partially implemented,the accounting office no longer allows additional cash advances.,2012 aar,05-binalbagan2013_part3-status_of_implementation.pdf,0.5,1
2651,"5. the summary of supplies and materials issued (ssmi) was not prepared by the supply officer, which is not in accordance with section 43 of chapter 2, of the ngas manual for local government units, volume ii, hence, the correctness and validity of the balances of the ofice supplies inventory and expenses accounts at p102,122.37 and p1,837,655.68, respectively, as of december 31, 2012, could not be fully established. we recommend that the supply officer should strictly prepare and submit on time the summary of supplies and materials issued as valid basis for the accounting office in recording the supplies and materials consumed or used and in determining the correct balances per month and at year-end.",not implemented,a supply officer has not been designated by the management,2012 aar,05-binalbagan2013_part3-status_of_implementation.pdf,0.0,0
2652,"6. the municipality failed to formulate the gender and development (gad) plan that requires a minimum of five (5%) percent of their budget as mandated under section 28 of the general provisions of r.a. no. 10155, otherwise known as ""general appropriations act fy 2012"" and section 4 of dbm-neda-ncrfw joint circular no. 2004-1 dated august 15, 2001, thus deprived the beneficiaries both from the organization and client the benefits derived from such program. we recommend that the municipal government should adhere with section 27 of the general provisions of republic act no. 10155 (general appropriations act fy 2012) and joint circular no. 2004-01 of dbm, neda and ncfrw (now philippine commission on women) on the preparation and submission of gad plan and budget as well as its implementation.",partially implemented,"it is up for the local chief executive and the budget office to make gad plan. it was recommended that the office of the social welfare and development shall help in preparation of this gad plan because they are the implementing office as such, they knew it fully well the beneficiaries of this project.",2012 aar,05-binalbagan2013_part3-status_of_implementation.pdf,0.5,1
2653,"7. various supplies, materials and services were regularly procured through shopping, direct contracting and canvass from three suppliers/contractors amounting to p716,336.41 instead of resorting to public bidding as the general mode, which is contrary to section 10 of the revised implementing rules and regulations (rirrs) of r.a. 9184, hence, the promotion of transparency, accountability, equity, efficiency, and economy in the procurement process was not fully observed. we recommend that the bac, head of the procuring entity and other concerned lgu officials and personnel should procure supplies, materials and services thru public bidding as the general mode and should resort only to the alternative modes of procurement in highly exceptional cases. further, the bac should include in the app the provisions for forseeable emergencies and should cause the preparation of updated pmpps and consolidated app.",partially implemented,the head of the procuring entity has the major role to strictly abide the rules on procurement. management is very much observing and following the provisions of r.a. 9184.,2011 aar,05-binalbagan2013_part3-status_of_implementation.pdf,0.5,1
2654,"8. contract for software installation and training services for payroll manager (pm) between the municipality of binalbagan and coop link corporation at p205,000.00 was approved and awarded without undertaking procurement process thru public bidding, and the said copy of contract was not submitted to the office of the auditor for review, in violation of section 2 and 10 of the revised implementing rules and procedures (rirrs) of r.a. 9184, and section 3.1.1 of coa circular no. 2009- 001, respectively, rendering the transparency, accountability, equity, efficiency and economy in the procurement process, and the legality and validity of the expenditures, doubtful. we recommend that the municipal mayor, as the head of the procuring entity, should strictly approve and award any subsequent service contracts if procurement process was undertaken thru public bidding. we recommend further that the official or personnel in- charge should submit copy of any contracts and supporting documents to the office of the auditor within five (5) days upon approval.",not implemented,the accountant carefully scrutinizes vouchers under process and accordingly recommend the holding of the same if the documentary requirements are lacking. this procurement is only once or maybe it will be improved or enhanced later. no further vouchers in the near future shall be made unless the system of the existing biometrics is destroyed. further procurement services are already done thru public bidding.,2011 aar,05-binalbagan2013_part3-status_of_implementation.pdf,0.0,0
2655,"9. cash advances granted during the year amounting to p99,488.00 remained unliquidated as of december 31, 2011, which is contrary to sections 5.1.2, 5.1.3 and 5.8 of coa circular no. 97-002 dated february 10, 1997, hence, indicating that the liquidation of the same was not fully monitored by the management for control purposes. we recommend that the municipal mayor, thru the municipal accountant, should closely monitor the liquidation of the cash advances amounting to p99,488.00 and should withhold the salaries of the concerned accountable officers to ensure full settlement.",partially implemented,strictly monitoring of cash advances of officials and employees are hereby done but there are times that the concerned officials and employees cannot settle on time.,2011 aar,05-binalbagan2013_part3-status_of_implementation.pdf,0.5,1
2656,"10. summary of supplies and materials issued (ssmi) was not prepared by the supply officer, which is not in accordance with sections 43 of chapter 2, of the ngas manual for local government units, volume ii, hence, the correctness and validity of the balances of the office supplies inventory and expenses accounts at p127,283.34 and p1,692,196.43, respectively, as of december 31, 2011, could not be fully established. we recommend that the supply officer should strictly prepare and submit on time the summary of supplies and materials issued as valid basis by the accounting office in recording the supplies and materials consumed or used and determining the correct balance per month and at year-end.",partially implemented,"at present the different offices are enjoined to follow section 43, chapter 2 of ngas even though the municipality has no supply officer.",2011 aar,05-binalbagan2013_part3-status_of_implementation.pdf,0.5,1
2657,"11. seven (7) projects with total appropriation of p905,000.00 under the 20% municipal development program were not implemented as at year- end; hence, the objective of providing general, social and economic services to the constituents may not be fully attained. we recommend that the municipal mayor thru the municipal planning and development coordinator, should closely monitor the accomplishment of the unimplemented seven (7) projects amounting to p905,000.00 under the 20% municipal development fund, and determine any problems encountered for corrective action to ensure its implementation and the attainment of providing general, social and economic benefits to the constituents.",partially implemented,the said projects are to be implemented this 2012. on going and others are already completed.,2011 aar,05-binalbagan2013_part3-status_of_implementation.pdf,0.5,1
2658,"a 1. physical inventory of property, plant and equipment as of december 31, 2012 was not conducted and reported as required under section 124 of the manual on the new government accounting system, volume i, hence the accuracy, existence and validity of the account for all the funds amounting to 188,168,277.76 could not be scertained. we recommended that the local chief executive require the conduct of physical count of all properties of the municipality as well as the preparation and submission of a report thereon to the office of the auditor.",partial implementation,"a report on the physical count of property, plant and equipment as of december 31, 2013 for general fund was submitted on january 30, 2014. however, the report was incomplete because the land, buildings, public infrastructures and other ppe accounts were not presented in the said report, hence, these were not included in the conduct of physical inventory of properties of the agency.",aar 2012,01-bayambangpanga2013_audit_report.pdf,0.0,0
2659,"2. guidelines in the limitation, granting, utilization and liquidation of cash advances as provided under coa circular no. 97-002 dated february 10, 1997 were not strictly followed which resulted in an unliquidated balance of advances to officers and employees of 967,112.53 at the end of the year. we recommended that management strictly observe the guidelines in the granting and liquidation of cash advances as provided under coa circular no. 97-002. require the municipal officials and employees concerned to liquidate/settle immediately their outstanding cash advances. likewise, the municipal accountant is advised to monitor closely the timely liquidation of cash advances and initiate remedial action to enforce the immediate settlement.",not implemented,"management had partially complied with the audit recommendation. no cash advance is granted unless the previous cash advance was liquidated. as of december 31, 2013, liquidation of cash advances in prior years amounted to p354,994.28 or 60% of the previous year's balance of p590,827.53. while liquidation of cash advances in current year amounted to p2,698,674.00 or 82% of p3,271,598.00.",aar 2012,01-bayambangpanga2013_audit_report.pdf,0.0,0
2660,"3. the validity of ownership of land recorded in the books of accounts of the municipality amounting to 2,151,358.41 could not be ascertained due to the absence of transfer certificate of titles (tcts) in the name of the municipal government of bayambang, pangasinan which is not in conformity with section 39 of pd 1445. we recommended that management exhaust all possible means to document the legality of ownership of the lots through a transfer certificate of title (tct) in the name of the municipal government of bayambang. likewise, we recommended that management properly coordinate with the municipal officials in the documentation and processing of documents.",not implemented,"no action was taken by management because there was no budget set aside for the titling of the lots. however, they informed the team that titling of the lots owned by the municipality shall be given priority in 2014 by including its appropriation in the 2014 budget.",aar 2012,01-bayambangpanga2013_audit_report.pdf,0.0,0
2661,"4. no real property tax receivables/special education tax (rpt/set) receivables were set up by the municipality in its books of accounts at the beginning of the year which is not in consonance with section 20 of manual on the new government accounting system (mngas) for local government units; thereby, the income estimates from real property taxes and actual receivables from said taxes were not determined. we recommended that the municipal accountant set up rpt/set receivables based on real property tax account register/taxpayer's index card. the municipal treasurer shall furnish the municipal accountant of a duly certified list showing the name of the taxpayers and the amount due and collectible for the year.",non- implementation,"no action was taken by management. however, concerned officials discussed on the matter and planned to implement the same in 2014.",aar 2012,01-bayambangpanga2013_audit_report.pdf,0.0,0
2662,"5. the agency did not submit some of the disbursement vouchers (dvs) to the office of the auditor which was not in consonance with section 100 of pd 1445; thereby, the legality and validity of the transactions could not be ascertained. we recommended that management submit the aforementioned dvs in compliance with section 100 of pd 1445 to determine the legality and validity of the transactions.",full implementation,managements has complied with the audit recommendation. all the disbursement vouchers were submitted to the office of the auditor.,aar 2012,01-bayambangpanga2013_audit_report.pdf,0.0,0
2663,"6. the documents for the project- construction of public market- block iii (under design and build scheme) were not submitted within five (5) working days from the execution of a contract which was not in compliance with section 3.1.1 of coa circular no. 2009-01 dated february 12, 2009; hence, the conduct of auditorial review was delayed. we recommended to the management the immediate submission of the above documents so that relevant audit results could be generated the soonest possible.",full implementation,the documents needed for the contract review of the project were submitted as of date of this report.,aar 2012,01-bayambangpanga2013_audit_report.pdf,0.0,0
2664,"7. the unexpended balance of the local disaster risk reduction and management fund (ldrrmf) for the year 2012 in the amount of p760,209.25 was not transferred to the special trust fund in the trust fund books which was not in accordance with section 5.1.10 of coa circular no. 2012-002 dated september 12, 2012. we recommended that the accountant transfer the unexpended balance of the qrf and drrmf-mooe to the trust fund books in the amount of p760,209.25 under the account trust liability-drrm for the purpose of supporting disaster risk reduction and management activities within the next five years.",not implemented,"the unexpended balance of the ldrrmf for the year 2012 was already transferred to a special trust fund in the trust fund book. however, the unexpended balance of the current year was not fully transferred. a balance of p725,596.00 remained in the general fund books.",aar 2012,01-bayambangpanga2013_audit_report.pdf,0.0,0
2665,"8. the municipality could have generated additional funds which could have been used to meet its obligations or implement other projects, programs/activities had the delinquencies on market stall rentals of 1,142,798.00 been collected. we recommended to the management to institute measures/actions to reduce the delinquencies on market stall rentals to augment income of the municipality to be used for other beneficial projects. likewise a demand letter should be issued to the delinquent stallholders in compliance with the aforementioned provisions in order to effect proper action on the matter.",not implemented,"delinquent stall rentals was reduced to p146,900.00 or a decrease equivalent to eighty seven percent (87%) compared to last year's collectibles of p1,142,798.00, an indication that management exerted extra effort to collect delinquent stall rentals.",aar 2012,01-bayambangpanga2013_audit_report.pdf,0.0,0
2666,"1. the municipal accountant failed to submit trial balances and financial statements for the quarter ending march, june, september and december 2012 contrary to sections 70-73 of the manual on the new government accounting system, vol. i. we recommend that the local chief executive require the municipal accountant to submit the required monthly and quarterly trial balances and other financial reports within the reglementary period in order to provide decision- makers and other users with necessary financial information to make relevant decisions for the good of the local government unit. otherwise, we will be constrained to order the withholding of the payment of salary of municipal accountant for non- submission thereof.",implemented,nan,2012 aar finding no. 1,09-calinog2013_status_of_pys_recommendations.pdf,1.0,2
2667,"2. failure to conduct physical inventory of properties amounting to p92,963,371.21 as of december 31, 2012 and to prepare a report thereon pursuant to section 490 of the government accounting and auditing manual, volume i rendered the existence, validity and correctness of the property, plant and equipment accounts doubtful. we recommend that the local chief executive create an inventory committee that will conduct physical count of all the property, plant and equipment owned by the municipality and prepare the report on the physical count of property, plant and equipment pursuant to section 490 of the government accounting and auditing manual, volume i.",partially implemented reiterated in this report.,"the local chief executive reconstructed the inventory committee that will conduct physical count of all property, plant and equipment of the municipality.",2012 aar finding no. 2,09-calinog2013_status_of_pys_recommendations.pdf,0.5,1
2668,"3. lack of supervision and monitoring of day care workers and parents' groups in the implementation of supplemental feedings program resulted in the disorderly submission of liquidation papers, causing delay in its verification and succeeding fund releases of the program. we recommend that the municipal social welfare development officer closely monitor and supervise the implementation of the supplemental feeding so as not to hamper succeeding fund releases and to avoid delay in the verification of liquidation reports.",implemented,the municipal social welfare officer has strategized plan that will organize and verify needed documents in order not to hamper delay in verification of liquidation reports.,2012 aar finding no. 3,09-calinog2013_status_of_pys_recommendations.pdf,1.0,2
2669,"4. due from officers and employees representing cash advances for travels and other expenditures totaling p118,673.00 remained unliquidated as of december 31, 2012 contrary to sections 4.1.2 and 4.1.3 of coa circular no. 97-002 thus, overstating the asset and unterstating the expenses. we recommend that the officials and employees concerned liquidate or refund immediately the cash advance granted for travel and other expenditures. demand letters should be sent to the concerned employees and officers. if remained unheeded, the local chief executive may cause or order the suspension of payment of their salaries until they have fully liquidated their cash advances.",partially implemented reiterated in this report.,,2012 aar finding no.4,09-calinog2013_status_of_pys_recommendations.pdf,0.5,1
2670,"5. the municipality's actual consumption of petroleum products for the construction/rehabilitatio n of local roads charged against the 20% development fund exceeded the programmed quantity as indicated in the program of works (pow) thus, incurring additional cos of cost of p405,397.00, or an equivalent of 7,649 liters. we recommend that the municipal officials concerned should strictly follow the programmed quantity of fuel and oil in the program of works (pow) to avoid incurrence of additional costs.",partially implemented,the office of the municipal engineer is now strictly observing the programmed quantity of fuel and oil of the municipality.,2012 aar finding no. 5,09-calinog2013_status_of_pys_recommendations.pdf,0.5,1
2671,"6. the municipality has 152 job order personnel which is more than the number of permanent employees of 140, incurring total expenditures of p4,812,694.29, contrary to csc memorandum circular no. 17, series of 2002 and csc resolution no. 062254, dated december 20, 2006. we recommend that lgu management refrain from hiring more job order personnel since it has exceeded the limits of personal services for this category. also, we recommend that management review and examine the tasks assigned to each job order casual to preclude duplication in assignments. we recommend further termination of services of employees assigned to clerical or administrative in nature or where the work is already being performed by the regular personnel. the hiring of security guards for the schools and the unnecessary close-in security of the mayor should be stopped and the current ones terminated.",partially implemented,the local chief executive is looking on the possibilities of terminating services of employees whose job assignment duplicates those of the permanent employees.,2012 aar finding no. 6,09-calinog2013_status_of_pys_recommendations.pdf,0.5,1
2672,"1. failure to conduct physical inventory of properties amounting to p94,824,947.37 as of december 31, 2011 and prepare a report thereon pursuant to section 490 of the government accounting and auditing manual, volume i rendered the existence, validity and correctness of the property, plant and equipment accounts doubtful. we likewise recommend that all inventory reports should be prepared on the prescribed form and certified correct by the members of the committee who conducted the inventory. furthermore, it is recommended that the inventory records should be reconciled with the accounting records to prove the accuracy of the municipality's assertions as stated in the financial statements.",not implemented,,2011 aar finding no. 2,09-calinog2013_status_of_pys_recommendations.pdf,0.0,0
2673,"2. lgu's monthly contributions for government's share to the home development mutual fund (hdmf) exceeded the maximum limit of p100.00 per employee in violation of the provisions of section 2, of republic act no. 7742, thus, local funds are depleted. we recommend that the municipality comply with the provision of section 2, of republic act no. 7742 fixing the government's contributions to a maximum of p100.00 per employee.",implemented,nan,2011 aar finding no. 3,09-calinog2013_status_of_pys_recommendations.pdf,1.0,2
2674,"3. due from officers and employees representing cash advances for travels and other expenditures totaling p242,548.00 remained unliquidated as of december 31, 2011 contrary to sections 4.1.2 and 4.1.3 of coa circular no. 97-002 thus, rendering the assets overstated and expenses understated. we recommend that the officials and employees concerned liquidate or refund immediately the cash advance granted for travel and other expenditures. demand letters should be sent to the concerned employees and officers. if remained unheeded, the local chief executive may cause or order the suspension of payment of their salaries until they have fully liquidated thereof.",partially implemented,,2011 aar finding no. 4,09-calinog2013_status_of_pys_recommendations.pdf,0.5,1
2675,"4. twelve (12) service vehicles and one (1) heavy equipment out of thirty-five (35) or 37.14% are unserviceable, in the absence of repairs and maintenance program and non-evaluation of condition of motor vehicles which resulted in frequent purchase of spare parts totaling p 930,659.71 for cy 2011 in effect, resulting in overstatement of property, plant and equipment (ppe) account contrary to the training handbook on property and supply management dated november 2003, under property repair and maintenance. the municipal mayor should create a committee to establish a repairs and maintenance program on proper maintenance of all government properties. the conduct of inventory of all municipal vehicles and verification of their actual condition should be prioritized. if they can no longer be repaired or reconditioned or whose maintenance costs of repair outweigh the benefits and services that will be derived from their continued use, or when the repair cost is more than thirty per cent (30%) of its fair market value, the property is no longer economically repairable and should be disposed of in accordance with section 79 of pd 1445.",partially implemented,,2011 aar finding no. 5,09-calinog2013_status_of_pys_recommendations.pdf,0.5,1
2676,1. monetization of leave credits of municipal officials and employees of more than thirty (30) days were allowed contrary to section 22 of the omnibus rules on leave of the civil service commission. we recommend that granting of monetization of leave credits should be limited to a maximum of thirty (30) days in a year. the provision of section 22 of the omnibus rules on leave of the civil service commission should be strictly followed.,partially implemented,management limits monetization to 30 days.,2010 aar finding no. 1,09-calinog2013_status_of_pys_recommendations.pdf,0.5,1
2677,"2. special education funds were optimally utilized for department of education related programs and activities such as travels, trainings and seminars of school heads and personnel, contrary to ra 5447 and decs, dbm and dilg joint memorandum circular no. 01, 2. 1998, as amended by joint memorandum cir. no. 30, s 2001 thus, draining the funds of the local school board which could have been used for activities and projects that could primarily benefit school children in the district. we recommend that special education fund be solely and exclusively used for programs and activities embraced in ra 5447 and decs, dbm and dilg joint circular no. 01, s. 1998 dated april 14, 1998, as amended.",partially implemented,"travels & trainings was no longer charged (cy 2012) due to previous audit findings. continued payment/charges of water, electricity & internet expenses due to financial constraint of the two districts. mooe given to them could not cope for the payment of their water, electricity and internet expenses.",2010 aar finding no. 2,09-calinog2013_status_of_pys_recommendations.pdf,0.5,1
2678,"3. the municipality improperly charged various disbursements for maintenance and other operating expenses in the 20% development fund contrary to section 287 of ra 7160 and dilg memorandum circular no. 2010-138 dated december 2, 2010, thus, the utilization of the fund did not serve its mandated purpose. we hereby recommend that requirements and regulations governing the appropriation and use of the fund should be faithfully complied with. regular monitoring of the development projects should be done to ensure efficient and effective implementation. cost cutting on some of the lgu's maintenance activities specifically assistance to indigents should also be done so as to avoid charging the same against the 20% appropriations.",not implemented,the municipal monitoring & evaluation committee was already reconstituted to monitor the development projects funded by the20% cdap & other funding agencies. the assistance to indigents was already charged to the general fund. a detailed project proposal and program of work will be required for all the development projects where fuel & oil and wages are part of the project.,2010 aar finding no. 4,09-calinog2013_status_of_pys_recommendations.pdf,0.0,0
